timestamp,state,height,distance,battery,temp,signal
37395.609,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.625,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.625,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.64,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.703,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.703,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.75,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.781,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.859,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.89,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.906,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.906,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.921,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37395.984,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.0,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.0,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.0,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.14,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.156,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.156,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.171,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.218,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.39,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.468,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.484,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.484,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.484,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.484,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.5,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.75,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.75,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.75,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.812,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.859,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.89,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.906,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.906,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.921,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37396.953,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.109,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.14,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.156,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.218,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.25,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.281,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.296,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.359,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.375,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.375,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.39,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.421,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.437,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.437,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.453,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.5,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.5,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.5,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.515,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.515,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.515,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.515,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.531,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.546,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.546,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.562,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.656,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.656,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.671,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.671,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.671,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.671,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.671,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.687,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.703,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.718,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.734,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.75,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.765,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.812,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.859,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.89,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.906,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.937,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.953,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.968,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.968,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.984,MissionNav,10.0,25.0,88.0,42.0,95.0
37397.984,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.0,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.109,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.14,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.156,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.156,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.171,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.218,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.25,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.281,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.296,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.296,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.312,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.343,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.359,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.375,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.375,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.39,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.406,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.421,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.437,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.437,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.453,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.562,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.562,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.578,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.593,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.609,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.625,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.625,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.64,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.656,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.656,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.781,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.796,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.812,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.812,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.812,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.828,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.843,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.859,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37398.875,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.015,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.031,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.046,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.062,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.078,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.093,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.109,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.125,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.187,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.203,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.218,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.218,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.234,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.25,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.265,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.281,MissionNav,10.0,25.0,88.0,42.0,95.0
37399.296,MissionNav,10.0,25.0,88.0,42.0,95.0
